"MS_SubClass","MS_Zoning","Lot_Area","Street","Alley","Lot_Shape","Land_Contour","Utilities","Lot_Config","Land_Slope","Neighborhood","Condition_1","Condition_2","Bldg_Type","House_Style","Overall_Qual","Overall_Cond","Year_Built","Year_Remod/Add","Roof_Style","Roof_Matl","Exterior_1st","Exterior_2nd","Mas_Vnr_Type","Mas_Vnr_Area","Exter_Qual","Exter_Cond","Foundation","Bsmt_Qual","Bsmt_Cond","Bsmt_Exposure","BsmtFin_Type_1","BsmtFin_Type_2","Total_Bsmt_SF","Heating","Heating_QC","Central_Air","Electrical","Gr_Liv_Area","Bsmt_Full_Bath","Bsmt_Half_Bath","Full_Bath","Half_Bath","Bedroom_AbvGr","Kitchen_AbvGr","Kitchen_Qual","Functional","Fireplaces","Fireplace_Qu","Garage_Type","Garage_Finish","Garage_Cars","Garage_Area","Garage_Qual","Garage_Cond","Paved_Drive","Wood_Deck_SF","Open_Porch_SF","Enclosed_Porch","3Ssn_Porch","Screen_Porch","Pool_Area","Pool_QC","Fence","Misc_Feature","Misc_Val","Mo_Sold","Yr_Sold","Sale_Type","Sale_Condition","SalePrice","Has_Basement","Has_Garage","Has_Fireplace","Has_Pool","Has_Fence","Has_Alley","Has_MasVnr"
"090","RL",11836,"Pave","NA",3,"Lvl",4,"Corner",3,"Mitchel","Norm","Norm","Duplex","1Story",5,5,1970,1970,"Gable","CompShg","Plywood","Plywood","None",0,3,3,"CBlock",3,3,1,4,1,1652,"GasA",3,"Y",5,1652,0,0,2,0,4,2,3,8,0,0,"2Types",1,3,928,3,3,3,0,0,0,0,0,0,0,0,"NA",0,3,2006,"WD","Normal",146500,1,1,0,0,0,0,0
"050","RL",8850,"Pave","Pave",4,"Bnk",4,"Inside",3,"BrkSide","Norm","Norm","1Fam","1.5Fin",6,7,1920,1950,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,3,4,"PConc",3,3,1,1,1,768,"GasA",5,"Y",5,1376,0,0,1,0,3,1,4,8,0,0,"Detchd",1,2,576,3,3,2,0,54,144,0,0,0,0,0,"NA",0,2,2007,"WD","Normal",165000,1,1,0,0,0,1,0
"060","RL",7226,"Pave","NA",3,"Lvl",4,"CulDSac",3,"CollgCr","Norm","Norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,1,1,1,798,"GasA",5,"Y",5,1640,0,0,2,1,3,1,4,8,0,0,"Attchd",2,2,595,3,3,3,0,45,0,0,0,0,0,0,"NA",0,6,2008,"WD","Normal",183000,1,1,0,0,0,0,0
"060","RL",9084,"Pave","NA",3,"Lvl",4,"Inside",3,"Gilbert","Norm","Norm","1Fam","2Story",7,5,1998,1998,"Hip","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",4,3,1,1,1,935,"GasA",4,"Y",5,1632,0,0,2,1,3,1,3,8,1,3,"Attchd",3,2,462,3,3,3,0,28,0,0,0,0,0,0,"NA",0,6,2006,"WD","Normal",176500,1,1,1,0,0,0,0
"020","RL",8696,"Pave","NA",3,"Lvl",4,"Inside",3,"CollgCr","Norm","Norm","1Fam","1Story",7,5,1997,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",150,3,3,"PConc",4,3,4,6,1,1418,"GasA",5,"Y",5,1418,1,0,2,0,3,1,4,8,1,3,"Attchd",2,2,558,3,3,3,208,110,0,0,0,0,0,0,"NA",0,5,2008,"WD","Normal",226001,1,1,1,0,0,0,1
"020","RL",9547,"Pave","NA",4,"Lvl",4,"Inside",3,"NWAmes","Norm","Norm","1Fam","1Story",7,6,1993,1993,"Gable","CompShg","VinylSd","VinylSd","BrkFace",112,3,3,"PConc",4,3,1,1,1,1594,"GasA",5,"Y",5,1594,0,0,2,0,2,1,4,8,1,3,"Attchd",2,2,472,3,3,3,190,80,0,0,0,0,0,0,"NA",0,7,2007,"WD","Normal",188500,1,1,1,0,0,0,1
"070","RL",26400,"Pave","NA",4,"Bnk",4,"FR2",3,"SawyerW","Feedr","Norm","1Fam","2Story",5,7,1880,2007,"Gable","CompShg","HdBoard","HdBoard","None",0,4,3,"PConc",0,0,0,0,0,0,"GasA",5,"Y",5,2016,0,0,1,0,4,1,3,5,1,3,"Attchd",1,2,576,3,3,2,0,0,0,0,0,0,0,0,"NA",0,6,2009,"WD","Normal",131000,0,1,1,0,0,0,0
"190","RM",5852,"Pave","NA",1,"Bnk",4,"Corner",3,"OldTown","Feedr","Norm","2fmCon","2.5Unf",7,5,1902,2000,"Gable","CompShg","MetalSd","MetalSd","Stone",188,3,2,"BrkTil",3,2,1,3,1,1020,"GasA",3,"N",2,1864,0,0,2,1,6,1,3,8,0,0,"NA",0,0,0,0,0,1,0,188,102,0,0,0,0,0,"NA",0,5,2009,"WD","Normal",97500,1,0,0,0,0,0,1
"060","RL",9828,"Pave","NA",3,"Lvl",4,"Inside",3,"SawyerW","Norm","Norm","1Fam","2Story",8,5,1995,1995,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,1,6,1,1128,"GasA",5,"Y",5,2020,0,0,2,1,3,1,4,8,1,3,"Attchd",2,2,466,3,3,3,0,155,0,0,0,0,0,0,"NA",0,6,2009,"WD","Normal",239500,1,1,1,0,0,0,0
"070","RL",9042,"Pave","NA",4,"Lvl",4,"Inside",3,"Crawfor","Norm","Norm","1Fam","2Story",7,9,1941,2006,"Gable","CompShg","CemntBd","CmentBd","None",0,5,4,"Stone",3,4,1,6,1,1152,"GasA",5,"Y",5,2340,0,0,2,0,4,1,4,8,2,4,"Attchd",2,1,252,3,3,3,0,60,0,0,0,0,0,4,"Shed",2500,5,2010,"WD","Normal",266500,1,1,1,0,1,0,0
"080","RL",9020,"Pave","NA",4,"Lvl",4,"Corner",3,"NAmes","Feedr","Norm","1Fam","SLvl",6,5,1964,1964,"Gable","WdShngl","Plywood","Wd Sdng","BrkFace",259,3,3,"CBlock",3,3,4,6,3,1248,"GasA",3,"Y",5,1350,1,0,1,1,3,1,3,8,0,0,"Attchd",2,2,520,3,3,3,176,0,0,0,0,0,0,4,"NA",0,6,2008,"WD","Normal",168500,1,1,0,0,1,0,1
"030","RM",7200,"Pave","NA",4,"Lvl",4,"Inside",3,"OldTown","Norm","Norm","1Fam","1Story",5,8,1940,1950,"Gable","CompShg","VinylSd","VinylSd","Stone",279,3,3,"CBlock",3,3,1,1,1,808,"GasA",5,"Y",5,1072,0,0,1,0,2,1,3,8,2,4,"Detchd",1,2,379,3,3,3,0,0,0,0,0,0,0,0,"NA",0,5,2007,"WD","Normal",130000,1,1,1,0,0,0,1
"030","RM",4485,"Pave","Grvl",4,"Lvl",4,"Inside",3,"OldTown","Artery","Norm","1Fam","1Story",5,7,1920,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"PConc",3,3,1,4,1,936,"GasA",3,"Y",5,936,1,0,1,0,2,1,3,8,1,4,"NA",0,0,0,0,0,2,51,0,135,0,0,0,0,3,"NA",0,5,2010,"WD","Normal",109500,1,0,1,0,1,1,0
"060","RL",10790,"Pave","NA",4,"Lvl",4,"Inside",3,"NoRidge","Norm","Norm","1Fam","2Story",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",275,4,3,"PConc",4,3,1,1,1,1066,"GasA",5,"Y",5,2385,0,0,2,1,4,1,4,8,1,3,"BuiltIn",3,3,600,3,3,3,120,38,0,0,0,0,0,0,"NA",0,5,2007,"WD","Normal",252000,1,1,1,0,0,0,1
"060","FV",10800,"Pave","NA",4,"Lvl",4,"Inside",3,"Somerst","Norm","Norm","1Fam","2Story",8,5,2007,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",100,4,3,"PConc",5,3,1,6,1,1034,"GasA",5,"Y",5,2078,1,0,2,1,3,1,5,8,1,4,"Attchd",3,3,836,3,3,3,0,102,0,0,0,0,0,0,"NA",0,4,2008,"New","Partial",339750,1,1,1,0,0,0,1
"020","RL",9450,"Pave","NA",3,"Lvl",4,"Corner",3,"NAmes","Norm","Norm","1Fam","1Story",4,5,1957,1957,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",160,3,3,"CBlock",3,3,1,4,1,1040,"GasA",3,"Y",5,1362,1,0,1,0,3,1,3,8,1,4,"Attchd",2,3,768,3,3,3,0,0,84,0,0,0,0,3,"NA",0,5,2009,"WD","Normal",140000,1,1,1,0,1,0,1
"020","FV",9187,"Pave","NA",4,"Lvl",4,"Inside",3,"Somerst","Norm","Norm","1Fam","1Story",9,5,2009,2009,"Gable","CompShg","CemntBd","CmentBd","Stone",162,5,3,"PConc",5,3,2,6,1,1766,"GasA",5,"Y",5,1766,1,0,2,1,2,1,5,8,1,4,"Attchd",3,3,478,3,3,3,195,130,0,0,0,0,0,0,"NA",0,10,2009,"New","Partial",370878,1,1,1,0,0,0,1
"020","RL",9556,"Pave","NA",3,"Lvl",4,"Corner",3,"Gilbert","Norm","Norm","1Fam","1Story",7,5,1992,1993,"Gable","CompShg","HdBoard","HdBoard","BrkFace",52,3,3,"PConc",4,3,1,1,1,1168,"GasA",4,"Y",5,1187,0,0,2,0,3,1,4,8,0,0,"Attchd",2,2,420,3,3,3,0,21,0,0,0,0,0,0,"NA",0,8,2007,"WD","Normal",160000,1,1,0,0,0,0,1
"020","RL",9849,"Pave","NA",4,"Lvl",4,"Inside",3,"Somerst","Norm","Norm","1Fam","1Story",7,6,2007,2007,"Hip","CompShg","VinylSd","VinylSd","Stone",0,4,3,"PConc",4,3,3,1,1,1689,"GasA",5,"Y",5,1689,0,0,2,0,3,1,4,8,0,0,"Attchd",2,3,954,3,3,3,0,56,0,0,0,0,0,0,"NA",0,6,2007,"New","Partial",248328,1,1,0,0,0,0,1
"060","RL",8755,"Pave","NA",3,"Lvl",4,"FR2",3,"Gilbert","RRNn","Norm","1Fam","2Story",7,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","BrkFace",298,4,3,"PConc",4,3,1,5,1,992,"GasA",5,"Y",5,2060,1,0,2,1,3,1,4,8,1,3,"BuiltIn",2,2,390,3,3,3,0,0,0,168,0,0,0,4,"NA",0,6,2009,"WD","Normal",214000,1,1,1,0,1,0,1
"070","RM",6000,"Pave","Grvl",4,"Lvl",4,"Corner",3,"OldTown","Norm","Norm","1Fam","2Story",5,9,1905,2005,"Gable","CompShg","MetalSd","MetalSd","None",0,4,3,"BrkTil",2,3,1,1,1,572,"GasA",5,"Y",5,1540,0,0,1,1,3,1,4,8,0,0,"NA",0,0,0,0,0,1,240,77,0,0,0,0,0,0,"NA",0,2,2008,"WD","Normal",129400,1,0,0,0,0,1,0
"020","RL",10437,"Pave","NA",3,"Lvl",4,"Inside",3,"NoRidge","Norm","Norm","1Fam","1Story",8,6,1995,1995,"Hip","CompShg","MetalSd","MetalSd","BrkFace",660,4,4,"PConc",4,3,4,6,1,2109,"GasA",5,"Y",5,2113,1,0,2,1,2,1,4,8,1,3,"Attchd",3,3,839,3,3,3,236,46,0,0,0,0,0,0,"NA",0,8,2008,"WD","Normal",350000,1,1,1,0,0,0,1
"060","RL",13000,"Pave","NA",4,"Lvl",4,"Corner",3,"NAmes","Norm","Norm","1Fam","2Story",6,6,1968,1968,"Gable","CompShg","VinylSd","VinylSd","BrkFace",576,3,4,"CBlock",4,3,1,3,1,896,"GasA",3,"Y",5,2142,0,0,2,1,4,1,4,8,1,4,"Attchd",3,1,509,3,3,3,0,72,0,0,252,0,0,0,"NA",0,6,2009,"WD","Normal",193500,1,1,1,0,0,0,1
"060","RL",15922,"Pave","NA",3,"HLS",4,"Corner",3,"StoneBr","Norm","Norm","1Fam","2Story",9,5,2005,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",550,4,3,"PConc",5,3,3,1,1,1390,"GasA",5,"Y",5,2795,0,0,3,1,4,1,5,8,1,4,"BuiltIn",3,3,660,3,3,3,272,102,0,0,0,0,0,0,"NA",0,1,2006,"New","Partial",401179,1,1,1,0,0,0,1
"060","RL",11900,"Pave","NA",4,"Lvl",4,"Inside",3,"Gilbert","Norm","Norm","1Fam","2Story",5,6,1977,1977,"Gable","CompShg","HdBoard","Wd Sdng","BrkFace",157,3,3,"PConc",4,3,1,5,1,1122,"GasA",5,"Y",5,1934,1,0,2,1,3,1,3,8,1,3,"Attchd",1,2,567,3,3,2,0,176,0,0,200,0,0,0,"NA",0,7,2009,"WD","Normal",185000,1,1,1,0,0,0,1
"050","RM",6000,"Pave","NA",4,"Lvl",4,"Inside",3,"BrkSide","Norm","Norm","1Fam","1.5Fin",6,6,1939,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,3,2,"CBlock",3,3,1,1,1,780,"GasA",5,"Y",2,1412,0,0,1,0,4,1,3,8,1,4,"Detchd",1,1,280,3,3,3,45,0,0,0,0,0,0,0,"NA",0,5,2009,"WD","Normal",132500,1,1,1,0,0,0,0
"085","RL",7252,"Pave","NA",3,"Lvl",4,"CulDSac",3,"Sawyer","Norm","Norm","1Fam","SFoyer",5,5,1982,1982,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"CBlock",4,3,3,6,1,858,"GasA",3,"Y",5,858,1,0,1,0,2,1,3,8,0,0,"Detchd",1,2,576,3,3,3,120,0,0,0,0,0,0,0,"NA",0,4,2009,"WD","Normal",134900,1,1,0,0,0,0,0
"060","RL",9044,"Pave","NA",3,"Lvl",4,"Inside",3,"NoRidge","Norm","Norm","1Fam","2Story",8,5,1996,1997,"Gable","CompShg","VinylSd","VinylSd","BrkFace",526,4,4,"PConc",4,3,1,6,1,1325,"GasA",5,"Y",5,2538,0,0,2,1,4,1,4,8,1,3,"Attchd",2,3,933,3,3,3,198,92,0,0,0,0,0,0,"NA",0,5,2007,"WD","Normal",330000,1,1,1,0,0,0,1
"050","RL",10452,"Pave","NA",3,"Lvl",4,"Inside",3,"Crawfor","Norm","Norm","1Fam","1.5Fin",7,6,1941,1985,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",371,4,4,"BrkTil",4,3,1,5,4,1528,"GasA",5,"Y",5,2133,1,0,1,1,4,1,3,8,2,3,"Attchd",1,1,312,3,3,3,0,0,86,0,0,0,0,0,"NA",0,7,2010,"WD","Normal",257500,1,1,1,0,0,0,1
"060","RL",13543,"Pave","NA",3,"HLS",4,"Corner",3,"StoneBr","Norm","Norm","1Fam","2Story",8,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","Stone",130,4,3,"PConc",5,3,4,6,1,1168,"GasA",5,"Y",5,2500,0,0,3,1,5,1,5,8,1,4,"BuiltIn",3,3,683,3,3,3,192,32,0,0,0,0,0,0,"NA",0,7,2008,"WD","Normal",355000,1,1,1,0,0,0,1
"020","RL",10159,"Pave","NA",3,"Lvl",4,"Inside",3,"NridgHt","Norm","Norm","1Fam","1Story",9,5,2009,2010,"Hip","CompShg","VinylSd","VinylSd","Stone",450,5,3,"PConc",5,3,3,6,1,1930,"GasA",5,"Y",5,1940,1,0,2,1,3,1,5,8,1,4,"Attchd",3,3,606,3,3,3,168,95,0,0,0,0,0,0,"NA",0,4,2010,"New","Partial",395192,1,1,1,0,0,0,1
"060","RL",8145,"Pave","NA",3,"Lvl",4,"Inside",3,"CollgCr","Norm","Norm","1Fam","2Story",7,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,1,1,1,738,"GasA",5,"Y",5,1476,0,0,2,1,3,1,4,8,0,0,"Attchd",2,2,552,3,3,3,0,35,0,0,0,0,0,0,"NA",0,6,2007,"New","Partial",179400,1,1,0,0,0,0,0
"020","RL",15274,"Pave","NA",3,"Lvl",4,"Corner",3,"NridgHt","Norm","Norm","1Fam","1Story",9,5,2003,2003,"Hip","CompShg","VinylSd","VinylSd","BrkFace",724,4,3,"PConc",5,3,1,6,1,2452,"GasA",5,"Y",5,2452,2,0,2,0,3,1,5,8,1,4,"Attchd",3,3,886,3,3,3,0,116,0,0,0,0,0,3,"NA",0,7,2009,"WD","Normal",445000,1,1,1,0,1,0,1
"190","RL",11625,"Pave","NA",4,"Lvl",4,"Inside",3,"Sawyer","Norm","Norm","2fmCon","1Story",5,4,1965,1965,"Hip","CompShg","Plywood","HdBoard","None",0,3,3,"PConc",3,3,2,4,1,1039,"GasA",5,"Y",5,1039,1,0,1,1,3,1,3,8,0,0,"Attchd",1,2,504,3,3,3,0,0,0,0,0,0,0,0,"NA",0,4,2010,"WD","Normal",131500,1,1,0,0,0,0,0
"050","RL",9350,"Pave","NA",4,"Bnk",4,"Inside",3,"Edwards","Norm","Norm","1Fam","1.5Fin",4,6,1947,1979,"Gable","CompShg","WdShing","Wd Shng","None",0,3,3,"CBlock",3,2,1,2,1,756,"GasA",5,"Y",5,1531,0,0,1,0,3,1,3,8,1,3,"Detchd",1,1,209,2,3,3,0,0,0,0,0,0,0,3,"NA",0,6,2010,"WD","Normal",127000,1,1,1,0,1,0,0
"060","RL",10237,"Pave","NA",4,"Lvl",4,"Inside",3,"Gilbert","RRAn","Norm","1Fam","2Story",6,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,1,1,1,728,"GasA",5,"Y",5,1456,0,0,2,1,3,1,4,8,1,4,"Attchd",3,2,390,3,3,3,0,24,0,0,0,0,0,0,"NA",0,2,2006,"New","Partial",170440,1,1,1,0,0,0,0
"020","RL",10084,"Pave","NA",4,"Lvl",4,"Inside",3,"CollgCr","Norm","Norm","1Fam","1Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",196,4,3,"PConc",4,3,3,6,1,1552,"GasA",5,"Y",5,1552,0,0,2,0,3,1,4,8,0,0,"Attchd",2,3,782,3,3,3,144,20,0,0,0,0,0,0,"NA",0,7,2006,"New","Partial",212900,1,1,0,0,0,0,1
"090","RM",5976,"Pave","NA",4,"Lvl",4,"Inside",3,"OldTown","Norm","Norm","Duplex","2Story",5,7,1920,1950,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"PConc",3,3,1,1,1,624,"GasA",4,"N",3,1248,0,0,2,0,2,2,3,8,0,0,"NA",0,0,0,0,0,1,0,130,256,0,0,0,0,0,"NA",0,12,2006,"WD","Normal",93500,1,0,0,0,0,0,0
"020","RH",8400,"Pave","NA",4,"Lvl",4,"Inside",3,"SawyerW","Feedr","Norm","1Fam","1Story",4,4,1950,1950,"Gable","CompShg","Wd Sdng","AsbShng","None",0,2,2,"CBlock",3,2,1,1,1,721,"GasA",4,"Y",5,841,0,0,1,0,2,1,3,8,0,0,"CarPort",1,1,294,3,3,1,250,0,24,0,0,0,0,0,"NA",0,9,2009,"WD","Normal",82000,1,1,0,0,0,0,0
"070","RM",9600,"Pave","NA",4,"Lvl",4,"Inside",3,"OldTown","Norm","Norm","1Fam","2Story",4,4,1910,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,4,4,"BrkTil",2,3,1,1,1,677,"GasA",3,"Y",5,1510,0,0,2,0,3,1,4,8,0,0,"Detchd",1,2,720,3,3,1,0,0,160,0,0,0,0,0,"NA",0,6,2009,"WD","Normal",87500,1,1,0,0,0,0,0
"020","RL",10152,"Pave","NA",4,"Lvl",4,"Inside",3,"NAmes","Norm","Norm","1Fam","1Story",6,6,1956,1994,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"CBlock",3,3,3,4,1,1124,"GasA",5,"Y",5,1124,1,0,1,0,3,1,3,8,1,3,"Attchd",3,1,353,3,3,3,0,211,180,0,142,0,0,0,"NA",0,5,2006,"WD","Normal",153000,1,1,1,0,0,0,0
"180","RM",1533,"Pave","NA",4,"Lvl",4,"Inside",3,"MeadowV","Norm","Norm","Twnhs","SLvl",4,5,1970,1970,"Gable","CompShg","CemntBd","CmentBd","None",0,3,3,"CBlock",4,3,3,6,1,530,"GasA",3,"Y",5,992,1,0,1,0,2,1,3,8,0,0,"BuiltIn",3,1,297,3,3,3,112,97,0,0,0,0,0,0,"NA",0,7,2007,"WD","Normal",106500,1,1,0,0,0,0,0
"160","FV",2280,"Pave","Pave",4,"Lvl",4,"Inside",3,"Somerst","Norm","Norm","Twnhs","2Story",6,5,1999,1999,"Gable","CompShg","MetalSd","MetalSd","BrkFace",342,3,3,"PConc",4,3,1,6,1,744,"GasA",4,"Y",5,1501,1,0,2,1,3,1,3,8,1,3,"Detchd",1,2,440,3,3,3,0,0,0,0,0,0,0,0,"NA",0,9,2007,"WD","Normal",176500,1,1,1,0,0,1,1
"020","RL",11428,"Pave","NA",3,"Lvl",4,"Inside",3,"NridgHt","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",248,4,3,"PConc",4,3,1,1,1,1626,"GasA",5,"Y",5,1634,0,0,2,0,3,1,4,8,1,4,"Attchd",2,3,866,3,3,3,0,44,0,0,0,0,0,0,"NA",0,5,2007,"WD","Normal",250000,1,1,1,0,0,0,1
"120","RM",3842,"Pave","NA",3,"HLS",4,"Inside",2,"Crawfor","Norm","Norm","TwnhsE","1Story",8,5,2004,2005,"Hip","CompShg","CemntBd","CmentBd","Stone",186,4,3,"PConc",5,3,4,6,1,1594,"GasA",5,"Y",5,1646,1,1,2,0,2,1,4,8,1,4,"Attchd",3,2,525,3,3,3,128,53,0,0,155,0,0,0,"NA",0,12,2006,"WD","Normal",3e+05,1,1,1,0,0,0,1
"020","RL",9135,"Pave","NA",4,"Lvl",4,"Inside",3,"CollgCr","Norm","Norm","1Fam","1Story",6,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",120,4,3,"PConc",4,3,3,6,1,1682,"GasA",5,"Y",5,1700,1,0,2,0,3,1,4,8,0,0,"Attchd",2,2,544,3,3,3,192,23,0,0,0,0,0,0,"NA",0,5,2006,"WD","Normal",2e+05,1,1,0,0,0,0,1
"120","RL",3940,"Pave","NA",4,"Lvl",4,"Inside",3,"Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",143,4,3,"PConc",4,3,4,6,1,1415,"GasA",5,"Y",5,1455,1,0,2,0,2,1,4,8,1,3,"Attchd",3,3,644,3,3,3,156,20,0,0,144,0,0,0,"NA",0,8,2008,"WD","Normal",195000,1,1,1,0,0,0,1
"060","RL",8244,"Pave","NA",3,"Lvl",4,"Inside",3,"Gilbert","Norm","Norm","1Fam","2Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,1,1,1,840,"GasA",5,"Y",5,1720,0,0,2,1,3,1,4,8,1,4,"Attchd",3,2,440,3,3,3,100,48,0,0,0,0,0,0,"NA",0,5,2007,"WD","Normal",183500,1,1,1,0,0,0,0
"060","RL",12961,"Pave","NA",4,"Lvl",4,"Inside",3,"Mitchel","Norm","Norm","1Fam","2Story",6,5,1993,1994,"Gable","CompShg","VinylSd","VinylSd","None",0,4,4,"PConc",4,3,2,6,1,1152,"GasA",5,"Y",5,1797,1,0,2,1,3,1,4,8,1,2,"Attchd",3,2,616,3,3,3,162,312,0,0,0,0,0,0,"NA",0,3,2010,"WD","Normal",231000,1,1,1,0,0,0,0
"020","RL",19958,"Pave","NA",4,"Lvl",4,"Inside",3,"Timber","Norm","Norm","1Fam","1Story",6,8,1958,1995,"Hip","CompShg","HdBoard","HdBoard","BrkFace",1224,3,4,"CBlock",3,3,1,1,1,585,"GasA",4,"Y",5,2279,0,0,2,1,4,1,4,8,1,4,"Attchd",2,2,461,3,3,3,274,0,0,0,138,0,0,4,"NA",0,7,2007,"WD","Normal",257000,1,1,1,0,1,0,1
"070","C (all)",9000,"Grvl","NA",4,"Bnk",4,"Inside",3,"IDOTRR","Norm","Norm","1Fam","2Story",4,6,1920,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"Stone",2,2,2,1,1,592,"GasA",5,"Y",5,864,0,0,1,1,3,1,2,6,0,0,"Detchd",1,1,216,2,2,1,0,30,160,0,0,0,0,0,"NA",0,6,2008,"WD","Normal",65000,1,1,0,0,0,0,0
"080","RL",13014,"Pave","NA",4,"Lvl",4,"Inside",3,"Sawyer","Norm","Norm","1Fam","SLvl",6,5,1978,1978,"Gable","CompShg","HdBoard","Plywood","BrkFace",39,3,3,"CBlock",3,3,3,5,1,1008,"GasA",3,"Y",5,1096,1,0,1,0,3,1,3,8,1,2,"Attchd",1,2,484,3,3,3,168,0,0,0,0,0,0,0,"NA",0,12,2008,"WD","Normal",157500,1,1,1,0,0,0,1
"050","RL",7642,"Pave","NA",4,"Lvl",4,"Corner",3,"Crawfor","Norm","Norm","1Fam","1.5Fin",7,8,1918,1998,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,4,3,"BrkTil",3,3,1,1,1,912,"GasA",4,"Y",5,1426,0,0,1,1,3,1,4,8,1,4,"Detchd",1,1,216,3,3,3,0,240,0,0,0,0,0,4,"NA",0,6,2007,"WD","Normal",189950,1,1,1,0,1,0,0
"020","RL",15240,"Pave","NA",3,"Lvl",4,"FR2",3,"CollgCr","Norm","Norm","1Fam","1Story",5,8,1977,2004,"Gable","CompShg","CemntBd","CmentBd","None",0,4,4,"CBlock",4,3,1,6,3,1026,"GasA",5,"Y",5,1026,1,0,1,1,3,1,3,8,0,0,"Attchd",1,1,308,3,3,3,316,85,0,0,0,0,0,3,"NA",0,6,2010,"WD","Normal",150000,1,1,0,0,1,0,0
"090","RL",12436,"Pave","NA",4,"Lvl",4,"Inside",3,"NAmes","Norm","Norm","Duplex","1Story",5,5,1957,1957,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"CBlock",3,3,1,1,1,1824,"GasA",2,"Y",3,1824,0,0,2,0,5,2,3,8,0,0,"Detchd",1,2,484,3,3,3,0,0,0,0,0,0,0,0,"NA",0,1,2008,"WD","Normal",146000,1,1,0,0,0,0,0
"060","RL",9760,"Pave","NA",4,"Lvl",4,"Inside",2,"NAmes","Norm","Norm","1Fam","2Story",6,8,1964,1993,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",340,3,3,"CBlock",3,3,4,4,3,822,"GasA",4,"Y",5,1851,0,0,2,1,3,1,4,8,1,2,"Attchd",2,2,440,3,3,3,239,42,0,0,0,0,0,1,"NA",0,7,2007,"WD","Normal",187000,1,1,1,0,1,0,1
"120","RL",2887,"Pave","NA",4,"HLS",4,"Inside",3,"ClearCr","Norm","Norm","1Fam","1Story",6,5,1996,1997,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"PConc",4,3,2,6,1,1291,"GasA",5,"Y",5,1291,1,0,1,0,2,1,4,8,1,4,"Attchd",1,2,431,3,3,3,307,0,0,0,0,0,0,0,"NA",0,11,2008,"WD","Normal",173000,1,1,1,0,0,0,0
"075","RL",7793,"Pave","NA",3,"Bnk",4,"Corner",3,"BrkSide","Norm","Norm","1Fam","2.5Unf",7,7,1922,2005,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"BrkTil",4,3,1,4,1,1108,"GasA",3,"N",3,2068,0,0,1,1,3,1,4,8,1,4,"Detchd",1,1,315,3,3,3,0,0,60,0,0,0,0,0,"NA",0,5,2010,"WD","Normal",209500,1,1,1,0,0,0,0
"020","RL",13501,"Pave","NA",3,"Lvl",4,"Corner",3,"Somerst","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",208,4,3,"PConc",4,3,1,6,1,1623,"GasA",5,"Y",5,1636,1,0,2,0,3,1,4,8,1,4,"Attchd",2,3,865,3,3,3,0,60,0,0,0,0,0,0,"NA",0,6,2007,"WD","Normal",255000,1,1,1,0,0,0,1
